[INBOUND]{"id":0,"src":"c0","dest":"n3","body":{"type":"init","node_id":"n3","node_ids":["n1","n2","n3","n4","n5"],"msg_id":1}}
[INIT_OK] {"src":"n3","dest":"c0","body":{"type":"init_ok","in_reply_to":1,"msg_id":0}}
[INBOUND]{"id":138,"src":"c12","dest":"n3","body":{"echo":"Please echo 71","type":"echo","msg_id":14}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 71","msg_id":0,"in_reply_to":14}}
[INBOUND]{"id":148,"src":"c12","dest":"n3","body":{"echo":"Please echo 80","type":"echo","msg_id":15}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 80","msg_id":0,"in_reply_to":15}}
[INBOUND]{"id":154,"src":"c12","dest":"n3","body":{"echo":"Please echo 98","type":"echo","msg_id":16}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 98","msg_id":0,"in_reply_to":16}}
[INBOUND]{"id":186,"src":"c12","dest":"n3","body":{"echo":"Please echo 17","type":"echo","msg_id":17}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 17","msg_id":0,"in_reply_to":17}}
[INBOUND]{"id":188,"src":"c12","dest":"n3","body":{"echo":"Please echo 124","type":"echo","msg_id":18}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 124","msg_id":0,"in_reply_to":18}}
[INBOUND]{"id":190,"src":"c12","dest":"n3","body":{"echo":"Please echo 97","type":"echo","msg_id":19}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 97","msg_id":0,"in_reply_to":19}}
[INBOUND]{"id":193,"src":"c12","dest":"n3","body":{"echo":"Please echo 100","type":"echo","msg_id":20}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 100","msg_id":0,"in_reply_to":20}}
[INBOUND]{"id":206,"src":"c12","dest":"n3","body":{"echo":"Please echo 11","type":"echo","msg_id":21}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 11","msg_id":0,"in_reply_to":21}}
[INBOUND]{"id":212,"src":"c12","dest":"n3","body":{"echo":"Please echo 33","type":"echo","msg_id":22}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 33","msg_id":0,"in_reply_to":22}}
[INBOUND]{"id":254,"src":"c12","dest":"n3","body":{"echo":"Please echo 37","type":"echo","msg_id":23}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 37","msg_id":0,"in_reply_to":23}}
[INBOUND]{"id":270,"src":"c12","dest":"n3","body":{"echo":"Please echo 91","type":"echo","msg_id":24}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 91","msg_id":0,"in_reply_to":24}}
[INBOUND]{"id":282,"src":"c12","dest":"n3","body":{"echo":"Please echo 85","type":"echo","msg_id":25}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 85","msg_id":0,"in_reply_to":25}}
[INBOUND]{"id":288,"src":"c12","dest":"n3","body":{"echo":"Please echo 103","type":"echo","msg_id":26}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 103","msg_id":0,"in_reply_to":26}}
[INBOUND]{"id":302,"src":"c12","dest":"n3","body":{"echo":"Please echo 1","type":"echo","msg_id":27}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 1","msg_id":0,"in_reply_to":27}}
[INBOUND]{"id":328,"src":"c12","dest":"n3","body":{"echo":"Please echo 85","type":"echo","msg_id":28}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 85","msg_id":0,"in_reply_to":28}}
[INBOUND]{"id":340,"src":"c12","dest":"n3","body":{"echo":"Please echo 51","type":"echo","msg_id":29}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 51","msg_id":0,"in_reply_to":29}}
[INBOUND]{"id":342,"src":"c12","dest":"n3","body":{"echo":"Please echo 25","type":"echo","msg_id":30}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 25","msg_id":0,"in_reply_to":30}}
[INBOUND]{"id":346,"src":"c12","dest":"n3","body":{"echo":"Please echo 109","type":"echo","msg_id":31}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 109","msg_id":0,"in_reply_to":31}}
[INBOUND]{"id":348,"src":"c12","dest":"n3","body":{"echo":"Please echo 25","type":"echo","msg_id":32}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 25","msg_id":0,"in_reply_to":32}}
[INBOUND]{"id":358,"src":"c12","dest":"n3","body":{"echo":"Please echo 82","type":"echo","msg_id":33}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 82","msg_id":0,"in_reply_to":33}}
[INBOUND]{"id":360,"src":"c12","dest":"n3","body":{"echo":"Please echo 50","type":"echo","msg_id":34}}
[ECHO_OK] {"src":"n3","dest":"c12","body":{"type":"echo_ok","echo":"Please echo 50","msg_id":0,"in_reply_to":34}}
