[INBOUND]{"id":2,"src":"c2","dest":"n2","body":{"type":"init","node_id":"n2","node_ids":["n1","n2","n3","n4","n5"],"msg_id":1}}
[INIT_OK] {"src":"n2","dest":"c2","body":{"type":"init_ok","in_reply_to":1,"msg_id":0}}
[INBOUND]{"id":278,"src":"c10","dest":"n2","body":{"echo":"Please echo 112","type":"echo","msg_id":26}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 112","msg_id":0,"in_reply_to":26}}
[INBOUND]{"id":290,"src":"c10","dest":"n2","body":{"echo":"Please echo 96","type":"echo","msg_id":27}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 96","msg_id":0,"in_reply_to":27}}
[INBOUND]{"id":292,"src":"c10","dest":"n2","body":{"echo":"Please echo 120","type":"echo","msg_id":28}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 120","msg_id":0,"in_reply_to":28}}
[INBOUND]{"id":308,"src":"c10","dest":"n2","body":{"echo":"Please echo 2","type":"echo","msg_id":29}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 2","msg_id":0,"in_reply_to":29}}
[INBOUND]{"id":318,"src":"c10","dest":"n2","body":{"echo":"Please echo 5","type":"echo","msg_id":30}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 5","msg_id":0,"in_reply_to":30}}
[INBOUND]{"id":332,"src":"c10","dest":"n2","body":{"echo":"Please echo 117","type":"echo","msg_id":31}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 117","msg_id":0,"in_reply_to":31}}
[INBOUND]{"id":334,"src":"c10","dest":"n2","body":{"echo":"Please echo 82","type":"echo","msg_id":32}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 82","msg_id":0,"in_reply_to":32}}
[INBOUND]{"id":338,"src":"c10","dest":"n2","body":{"echo":"Please echo 57","type":"echo","msg_id":33}}
[ECHO_OK] {"src":"n2","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 57","msg_id":0,"in_reply_to":33}}
