[INBOUND]{"id":4,"src":"c4","dest":"n4","body":{"type":"init","node_id":"n4","node_ids":["n1","n2","n3","n4","n5"],"msg_id":1}}
[INIT_OK] {"src":"n4","dest":"c4","body":{"type":"init_ok","in_reply_to":1,"msg_id":0}}
[INBOUND]{"id":86,"src":"c11","dest":"n4","body":{"echo":"Please echo 78","type":"echo","msg_id":8}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 78","msg_id":0,"in_reply_to":8}}
[INBOUND]{"id":96,"src":"c11","dest":"n4","body":{"echo":"Please echo 18","type":"echo","msg_id":9}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 18","msg_id":0,"in_reply_to":9}}
[INBOUND]{"id":118,"src":"c11","dest":"n4","body":{"echo":"Please echo 4","type":"echo","msg_id":10}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 4","msg_id":0,"in_reply_to":10}}
[INBOUND]{"id":120,"src":"c11","dest":"n4","body":{"echo":"Please echo 77","type":"echo","msg_id":11}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 77","msg_id":0,"in_reply_to":11}}
[INBOUND]{"id":126,"src":"c11","dest":"n4","body":{"echo":"Please echo 42","type":"echo","msg_id":12}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 42","msg_id":0,"in_reply_to":12}}
[INBOUND]{"id":128,"src":"c11","dest":"n4","body":{"echo":"Please echo 116","type":"echo","msg_id":13}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 116","msg_id":0,"in_reply_to":13}}
[INBOUND]{"id":144,"src":"c11","dest":"n4","body":{"echo":"Please echo 8","type":"echo","msg_id":14}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 8","msg_id":0,"in_reply_to":14}}
[INBOUND]{"id":154,"src":"c11","dest":"n4","body":{"echo":"Please echo 104","type":"echo","msg_id":15}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 104","msg_id":0,"in_reply_to":15}}
[INBOUND]{"id":178,"src":"c11","dest":"n4","body":{"echo":"Please echo 61","type":"echo","msg_id":16}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 61","msg_id":0,"in_reply_to":16}}
[INBOUND]{"id":182,"src":"c11","dest":"n4","body":{"echo":"Please echo 106","type":"echo","msg_id":17}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 106","msg_id":0,"in_reply_to":17}}
[INBOUND]{"id":192,"src":"c11","dest":"n4","body":{"echo":"Please echo 86","type":"echo","msg_id":18}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 86","msg_id":0,"in_reply_to":18}}
[INBOUND]{"id":198,"src":"c11","dest":"n4","body":{"echo":"Please echo 44","type":"echo","msg_id":19}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 44","msg_id":0,"in_reply_to":19}}
[INBOUND]{"id":208,"src":"c11","dest":"n4","body":{"echo":"Please echo 23","type":"echo","msg_id":20}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 23","msg_id":0,"in_reply_to":20}}
[INBOUND]{"id":228,"src":"c11","dest":"n4","body":{"echo":"Please echo 23","type":"echo","msg_id":21}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 23","msg_id":0,"in_reply_to":21}}
[INBOUND]{"id":242,"src":"c11","dest":"n4","body":{"echo":"Please echo 57","type":"echo","msg_id":22}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 57","msg_id":0,"in_reply_to":22}}
[INBOUND]{"id":250,"src":"c11","dest":"n4","body":{"echo":"Please echo 81","type":"echo","msg_id":23}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 81","msg_id":0,"in_reply_to":23}}
[INBOUND]{"id":252,"src":"c11","dest":"n4","body":{"echo":"Please echo 0","type":"echo","msg_id":24}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 0","msg_id":0,"in_reply_to":24}}
[INBOUND]{"id":266,"src":"c11","dest":"n4","body":{"echo":"Please echo 103","type":"echo","msg_id":25}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 103","msg_id":0,"in_reply_to":25}}
[INBOUND]{"id":272,"src":"c11","dest":"n4","body":{"echo":"Please echo 52","type":"echo","msg_id":26}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 52","msg_id":0,"in_reply_to":26}}
[INBOUND]{"id":288,"src":"c11","dest":"n4","body":{"echo":"Please echo 51","type":"echo","msg_id":27}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 51","msg_id":0,"in_reply_to":27}}
[INBOUND]{"id":298,"src":"c11","dest":"n4","body":{"echo":"Please echo 121","type":"echo","msg_id":28}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 121","msg_id":0,"in_reply_to":28}}
[INBOUND]{"id":306,"src":"c11","dest":"n4","body":{"echo":"Please echo 54","type":"echo","msg_id":29}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 54","msg_id":0,"in_reply_to":29}}
[INBOUND]{"id":314,"src":"c11","dest":"n4","body":{"echo":"Please echo 90","type":"echo","msg_id":30}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 90","msg_id":0,"in_reply_to":30}}
[INBOUND]{"id":316,"src":"c11","dest":"n4","body":{"echo":"Please echo 102","type":"echo","msg_id":31}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 102","msg_id":0,"in_reply_to":31}}
[INBOUND]{"id":318,"src":"c11","dest":"n4","body":{"echo":"Please echo 125","type":"echo","msg_id":32}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 125","msg_id":0,"in_reply_to":32}}
[INBOUND]{"id":320,"src":"c11","dest":"n4","body":{"echo":"Please echo 76","type":"echo","msg_id":33}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 76","msg_id":0,"in_reply_to":33}}
[INBOUND]{"id":332,"src":"c11","dest":"n4","body":{"echo":"Please echo 113","type":"echo","msg_id":34}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 113","msg_id":0,"in_reply_to":34}}
[INBOUND]{"id":336,"src":"c11","dest":"n4","body":{"echo":"Please echo 47","type":"echo","msg_id":35}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 47","msg_id":0,"in_reply_to":35}}
[INBOUND]{"id":342,"src":"c11","dest":"n4","body":{"echo":"Please echo 58","type":"echo","msg_id":36}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 58","msg_id":0,"in_reply_to":36}}
[INBOUND]{"id":368,"src":"c11","dest":"n4","body":{"echo":"Please echo 95","type":"echo","msg_id":37}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 95","msg_id":0,"in_reply_to":37}}
[INBOUND]{"id":380,"src":"c11","dest":"n4","body":{"echo":"Please echo 41","type":"echo","msg_id":38}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 41","msg_id":0,"in_reply_to":38}}
[INBOUND]{"id":392,"src":"c11","dest":"n4","body":{"echo":"Please echo 25","type":"echo","msg_id":39}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 25","msg_id":0,"in_reply_to":39}}
[INBOUND]{"id":396,"src":"c11","dest":"n4","body":{"echo":"Please echo 118","type":"echo","msg_id":40}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 118","msg_id":0,"in_reply_to":40}}
[INBOUND]{"id":418,"src":"c11","dest":"n4","body":{"echo":"Please echo 104","type":"echo","msg_id":41}}
[ECHO_OK] {"src":"n4","dest":"c11","body":{"type":"echo_ok","echo":"Please echo 104","msg_id":0,"in_reply_to":41}}
