[INBOUND]{"id":2,"src":"c0","dest":"n5","body":{"type":"init","node_id":"n5","node_ids":["n1","n2","n3","n4","n5"],"msg_id":1}}
[INIT_OK] {"src":"n5","dest":"c0","body":{"type":"init_ok","in_reply_to":1,"msg_id":0}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 5","msg_id":0,"in_reply_to":14}}
[INBOUND]{"id":214,"src":"c10","dest":"n5","body":{"echo":"Please echo 51","type":"echo","msg_id":15}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 51","msg_id":0,"in_reply_to":15}}
[INBOUND]{"id":216,"src":"c10","dest":"n5","body":{"echo":"Please echo 64","type":"echo","msg_id":16}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 64","msg_id":0,"in_reply_to":16}}
[INBOUND]{"id":220,"src":"c10","dest":"n5","body":{"echo":"Please echo 112","type":"echo","msg_id":17}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 112","msg_id":0,"in_reply_to":17}}
[INBOUND]{"id":260,"src":"c10","dest":"n5","body":{"echo":"Please echo 26","type":"echo","msg_id":18}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 26","msg_id":0,"in_reply_to":18}}
[INBOUND]{"id":276,"src":"c10","dest":"n5","body":{"echo":"Please echo 58","type":"echo","msg_id":19}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 58","msg_id":0,"in_reply_to":19}}
[INBOUND]{"id":278,"src":"c10","dest":"n5","body":{"echo":"Please echo 53","type":"echo","msg_id":20}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 53","msg_id":0,"in_reply_to":20}}
[INBOUND]{"id":280,"src":"c10","dest":"n5","body":{"echo":"Please echo 17","type":"echo","msg_id":21}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 17","msg_id":0,"in_reply_to":21}}
[INBOUND]{"id":286,"src":"c10","dest":"n5","body":{"echo":"Please echo 50","type":"echo","msg_id":22}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 50","msg_id":0,"in_reply_to":22}}
[INBOUND]{"id":290,"src":"c10","dest":"n5","body":{"echo":"Please echo 89","type":"echo","msg_id":23}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 89","msg_id":0,"in_reply_to":23}}
[INBOUND]{"id":296,"src":"c10","dest":"n5","body":{"echo":"Please echo 97","type":"echo","msg_id":24}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 97","msg_id":0,"in_reply_to":24}}
[INBOUND]{"id":308,"src":"c10","dest":"n5","body":{"echo":"Please echo 120","type":"echo","msg_id":25}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 120","msg_id":0,"in_reply_to":25}}
[INBOUND]{"id":324,"src":"c10","dest":"n5","body":{"echo":"Please echo 38","type":"echo","msg_id":26}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 38","msg_id":0,"in_reply_to":26}}
[INBOUND]{"id":326,"src":"c10","dest":"n5","body":{"echo":"Please echo 127","type":"echo","msg_id":27}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 127","msg_id":0,"in_reply_to":27}}
[INBOUND]{"id":360,"src":"c10","dest":"n5","body":{"echo":"Please echo 97","type":"echo","msg_id":28}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 97","msg_id":0,"in_reply_to":28}}
[INBOUND]{"id":374,"src":"c10","dest":"n5","body":{"echo":"Please echo 17","type":"echo","msg_id":29}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 17","msg_id":0,"in_reply_to":29}}
[INBOUND]{"id":390,"src":"c10","dest":"n5","body":{"echo":"Please echo 14","type":"echo","msg_id":30}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 14","msg_id":0,"in_reply_to":30}}
[INBOUND]{"id":422,"src":"c10","dest":"n5","body":{"echo":"Please echo 13","type":"echo","msg_id":31}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 13","msg_id":0,"in_reply_to":31}}
[INBOUND]{"id":424,"src":"c10","dest":"n5","body":{"echo":"Please echo 49","type":"echo","msg_id":32}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 49","msg_id":0,"in_reply_to":32}}
[INBOUND]{"id":426,"src":"c10","dest":"n5","body":{"echo":"Please echo 92","type":"echo","msg_id":33}}
[ECHO_OK] {"src":"n5","dest":"c10","body":{"type":"echo_ok","echo":"Please echo 92","msg_id":0,"in_reply_to":33}}
